Player,Rank,Age,Elo,    ,HardRaw,ClayRaw,GrassRaw,    ,hElo,cElo,gElo,    ,Peak Match,Peak Age,Peak Elo,yElo
Novak Djokovic,1,35.6,2179.3,,2078.3,1917.8,1871.8,,2128.8,2048.6,2025.6,,2016 Miami F,28.8,2470.3,2132.0
Stefanos Tsitsipas,2,24.4,2079.7,,1966.5,2038.2,1711.1,,2023.1,2059.0,1895.4,,2021 Roland Garros SF,22.8,2133.4,2034.1
Carlos Alcaraz,3,19.4,2025.5,,1912.1,1916.7,1500.0,,1968.8,1971.1,1762.7,,2022 Roland Garros R16,19.0,2224.7,
Jannik Sinner,4,21.4,2020.2,,1894.5,1957.6,1543.4,,1957.3,1988.9,1781.8,,2022 Canada R32,20.9,2104.1,1800.8
Daniil Medvedev,5,26.9,2018.7,,1938.0,1693.9,1731.9,,1978.3,1856.3,1875.3,,2022 Australian Open SF,25.9,2191.9,1777.7
Felix Auger Aliassime,6,22.4,2013.6,,1932.3,1785.0,1688.0,,1973.0,1899.3,1850.8,,2022 Paris QF,22.2,2053.1,1672.1
Sebastian Korda,7,22.5,2005.8,,1918.2,1718.3,1580.6,,1962.0,1862.0,1793.2,,2023 Australian Open R16,22.5,2005.8,1983.7
Holger Rune,8,19.7,2000.9,,1943.3,1758.3,1351.8,,1972.1,1879.6,1676.4,,2022 Paris F,19.5,2020.6,1712.6
Matteo Berrettini,9,26.7,1999.6,,1815.9,1885.2,1954.1,,1907.7,1942.4,1976.8,,2022 Gstaad SF,26.2,2072.7,1705.9
Andrey Rublev,10,25.2,1993.0,,1916.7,1843.1,1611.9,,1954.9,1918.0,1802.5,,2021 Monte Carlo SF,23.4,2106.2,1790.7
Taylor Fritz,11,25.2,1982.1,,1892.6,1686.7,1663.7,,1937.4,1834.4,1822.9,,2023 Australian Open R128,25.2,2001.1,1803.7
Cameron Norrie,12,27.4,1962.6,,1860.7,1834.5,1660.8,,1911.7,1898.6,1811.7,,2022 Cincinnati QF,26.9,2018.4,1862.5
Casper Ruud,13,24.0,1962.5,,1819.7,1966.4,1426.6,,1891.1,1964.5,1694.6,,2022 Roland Garros SF,23.4,2064.0,
Alexander Zverev,14,25.7,1955.5,,1824.4,1918.8,1546.4,,1889.9,1937.1,1750.9,,2022 Atp Cup RR,24.7,2161.7,
Alex De Minaur,15,23.9,1954.2,,1860.2,1600.2,1652.0,,1907.2,1777.2,1803.1,,2020 Atp Cup RR,20.8,1993.5,1757.9
Hubert Hurkacz,16,25.9,1951.7,,1853.8,1743.0,1753.5,,1902.7,1847.3,1852.6,,2022 Canada SF,25.4,1998.1,1803.2
Rafael Nadal,17,36.6,1948.8,,1781.1,1878.2,1530.2,,1865.0,1913.5,1739.5,,2009 Madrid SF,22.9,2370.5,
Karen Khachanov,18,26.6,1938.0,,1826.6,1802.3,1689.3,,1882.3,1870.1,1813.6,,2018 Paris F,22.4,2015.2,1889.0
Nick Kyrgios,19,27.4,1933.0,,1787.0,1500.0,1656.1,,1860.0,1716.5,1794.5,,2017 Cincinnati SF,22.2,2089.0,
Tommy Paul,20,25.6,1928.7,,1850.5,1590.6,1629.2,,1889.6,1759.6,1779.0,,2023 Australian Open QF,25.6,1933.6,1885.9
Frances Tiafoe,21,24.9,1927.0,,1842.5,1696.3,1604.2,,1884.7,1811.6,1765.6,,2022 Tokyo SF,24.7,1944.2,1750.1
Borna Coric,22,26.1,1918.7,,1848.4,1731.0,1620.4,,1883.6,1824.9,1769.6,,2019 Australian Open R32,22.1,1999.2,
Marin Cilic,23,34.2,1908.8,,1779.3,1781.8,1785.1,,1844.0,1845.3,1847.0,,2010 Dubai R16,21.4,2094.8,
Roberto Bautista Agut,24,34.7,1895.5,,1804.9,1697.3,1715.3,,1850.2,1796.4,1805.4,,2016 Rotterdam R16,27.8,2014.8,1804.3
Grigor Dimitrov,25,31.6,1895.0,,1783.3,1786.0,1517.7,,1839.2,1840.5,1706.4,,2014 Canada QF,23.2,2090.5,1722.1
Pablo Carreno Busta,26,31.5,1887.8,,1779.9,1821.6,1480.6,,1833.8,1854.7,1684.2,,2021 Winston-Salem R16,30.1,2002.0,
Gael Monfils,27,35.9,1883.5,,1835.6,1538.4,1419.8,,1859.6,1711.0,1651.7,,2015 Monte Carlo QF,28.6,2068.0,
Yoshihito Nishioka,28,27.3,1882.7,,1830.6,1546.8,1374.7,,1856.6,1714.7,1628.7,,2023 Australian Open R32,27.3,1892.1,1826.7
Denis Shapovalov,29,23.7,1874.6,,1800.0,1722.0,1565.2,,1837.3,1798.3,1719.9,,2020 Auckland R16,20.7,1970.2,1732.2
Jack Draper,30,21.0,1861.9,,1779.0,1347.2,1527.5,,1820.4,1604.5,1694.7,,2023 Adelaide 2 QF,21.0,1902.2,1747.0
John Isner,31,37.7,1858.4,,1739.4,1750.7,1691.6,,1798.9,1804.5,1775.0,,2012 US Open R64,27.3,2040.0,
Andy Murray,32,35.6,1854.1,,1721.8,1803.9,1694.9,,1787.9,1829.0,1774.5,,2017 Doha SF,29.6,2347.2,
Lorenzo Musetti,33,20.8,1852.7,,1709.4,1864.8,1310.1,,1781.0,1858.7,1581.4,,2022 Paris R16,20.6,1925.5,1623.2
Brandon Nakashima,34,21.4,1851.5,,1739.5,1559.3,1665.9,,1795.5,1705.4,1758.7,,2021 NextGen Finals RR,20.2,1897.7,
Jiri Lehecka,35,21.1,1849.5,,1788.2,1689.6,1370.8,,1818.8,1769.6,1610.1,,2023 Australian Open R16,21.1,1856.7,1928.9
Botic Van De Zandschulp,36,27.2,1842.0,,1724.6,1731.1,1584.3,,1783.3,1786.6,1713.2,,2022 Tel Aviv R32,26.9,1929.1,1654.4
Reilly Opelka,37,24.9,1831.6,,1808.1,1679.1,1374.8,,1819.8,1755.3,1603.2,,2022 Houston F,24.5,1936.5,
Daniel Evans,38,32.6,1830.3,,1747.9,1578.8,1686.0,,1789.1,1704.5,1758.2,,2021 Monte Carlo QF,30.8,1887.5,1658.3
Miomir Kecmanovic,39,23.3,1828.0,,1728.1,1726.1,1517.4,,1778.1,1777.1,1672.7,,2022 Munich QF,22.6,1895.3,1634.0
Mikael Ymer,40,24.3,1827.6,,1761.1,1531.6,1467.1,,1794.3,1679.6,1647.4,,2019 Stockholm R32,21.0,1875.5,1732.2
Ben Shelton,41,20.2,1826.0,,1737.0,-,-,,1781.5,1523.0,1613.0,,2023 Australian Open R16,20.2,1844.2,1743.2
