Player,Rank,Age,Elo,    ,HardRaw,ClayRaw,GrassRaw,    ,hElo,cElo,gElo,    ,Peak Match,Peak Age,Peak Elo,yElo
Novak Djokovic,1,35.6,2179.3,,2078.3,1917.8,1871.8,,2128.8,2048.6,2025.6,,2016 Miami F,28.8,2470.3,2132.0
Stefanos Tsitsipas,2,24.4,2079.7,,1966.5,2038.2,1711.1,,2023.1,2059.0,1895.4,,2021 Roland Garros SF,22.8,2133.4,2034.1
Carlos Alcaraz,3,19.4,2020.5,,1907.1,1911.7,1500.0,,1963.8,1966.1,1760.2,,2022 Roland Garros R16,19.0,2224.7,
Jannik Sinner,4,21.4,2020.2,,1894.5,1957.6,1543.4,,1957.3,1988.9,1781.8,,2022 Canada R32,20.9,2104.1,1800.8
Daniil Medvedev,5,26.9,2018.7,,1938.0,1693.9,1731.9,,1978.3,1856.3,1875.3,,2022 Australian Open SF,25.9,2191.9,1777.7
Felix Auger Aliassime,6,22.4,2013.6,,1932.3,1785.0,1688.0,,1973.0,1899.3,1850.8,,2022 Paris QF,22.2,2053.1,1672.1
Sebastian Korda,7,22.5,2005.8,,1918.2,1718.3,1580.6,,1962.0,1862.0,1793.2,,2023 Australian Open R16,22.5,2005.8,1983.7
Holger Rune,8,19.7,2005.6,,1950.1,1758.3,1351.8,,1977.8,1881.9,1678.7,,2022 Paris F,19.5,2020.6,1764.2
Matteo Berrettini,9,26.7,1999.6,,1815.9,1885.2,1954.1,,1907.7,1942.4,1976.8,,2022 Gstaad SF,26.2,2072.7,1705.9
Andrey Rublev,10,25.2,1993.0,,1916.7,1843.1,1611.9,,1954.9,1918.0,1802.5,,2021 Monte Carlo SF,23.4,2106.2,1790.7
Taylor Fritz,11,25.2,1982.1,,1892.6,1686.7,1663.7,,1937.4,1834.4,1822.9,,2023 Australian Open R128,25.2,2001.1,1803.7
Cameron Norrie,12,27.4,1964.0,,1860.7,1839.5,1660.8,,1912.4,1901.8,1812.4,,2022 Cincinnati QF,26.9,2018.4,1871.2
Casper Ruud,13,24.0,1962.5,,1819.7,1966.4,1426.6,,1891.1,1964.5,1694.6,,2022 Roland Garros SF,23.4,2064.0,
Alex De Minaur,14,23.9,1954.2,,1860.2,1600.2,1652.0,,1907.2,1777.2,1803.1,,2020 Atp Cup RR,20.8,1993.5,1757.9
Hubert Hurkacz,15,25.9,1951.7,,1853.8,1743.0,1753.5,,1902.7,1847.3,1852.6,,2022 Canada SF,25.4,1998.1,1803.2
Rafael Nadal,16,36.6,1948.8,,1781.1,1878.2,1530.2,,1865.0,1913.5,1739.5,,2009 Madrid SF,22.9,2370.5,
Alexander Zverev,17,25.7,1942.2,,1811.0,1918.8,1546.4,,1876.6,1930.5,1744.3,,2022 Atp Cup RR,24.7,2161.7,
Karen Khachanov,18,26.6,1938.0,,1826.6,1802.3,1689.3,,1882.3,1870.1,1813.6,,2018 Paris F,22.4,2015.2,1889.0
Nick Kyrgios,19,27.4,1933.0,,1787.0,1500.0,1656.1,,1860.0,1716.5,1794.5,,2017 Cincinnati SF,22.2,2089.0,
Borna Coric,20,26.2,1930.1,,1862.4,1731.0,1620.4,,1896.2,1830.5,1775.2,,2019 Australian Open R32,22.1,1999.2,1753.6
Tommy Paul,21,25.7,1929.3,,1851.7,1590.6,1629.2,,1890.5,1759.9,1779.3,,2023 Australian Open QF,25.6,1933.6,1888.4
Frances Tiafoe,22,24.9,1927.0,,1842.5,1696.3,1604.2,,1884.7,1811.6,1765.6,,2022 Tokyo SF,24.7,1944.2,1750.1
Marin Cilic,23,34.2,1908.8,,1779.3,1781.8,1785.1,,1844.0,1845.3,1847.0,,2010 Dubai R16,21.4,2094.8,
Roberto Bautista Agut,24,34.7,1895.5,,1804.9,1697.3,1715.3,,1850.2,1796.4,1805.4,,2016 Rotterdam R16,27.8,2014.8,1804.3
Grigor Dimitrov,25,31.6,1895.0,,1783.3,1786.0,1517.7,,1839.2,1840.5,1706.4,,2014 Canada QF,23.2,2090.5,1722.1
Pablo Carreno Busta,26,31.5,1887.8,,1779.9,1821.6,1480.6,,1833.8,1854.7,1684.2,,2021 Winston-Salem R16,30.1,2002.0,
Yoshihito Nishioka,27,27.3,1882.7,,1830.6,1546.8,1374.7,,1856.6,1714.7,1628.7,,2023 Australian Open R32,27.3,1892.1,1826.7
Denis Shapovalov,28,23.7,1874.6,,1800.0,1722.0,1565.2,,1837.3,1798.3,1719.9,,2020 Auckland R16,20.7,1970.2,1732.2
Jiri Lehecka,29,21.2,1861.9,,1788.2,1714.2,1370.8,,1825.0,1788.1,1616.3,,2023 Davis Cup QLS R1,21.2,1861.9,1949.4
Jack Draper,30,21.0,1861.9,,1779.0,1347.2,1527.5,,1820.4,1604.5,1694.7,,2023 Adelaide 2 QF,21.0,1902.2,1747.0
John Isner,31,37.7,1858.4,,1739.4,1750.7,1691.6,,1798.9,1804.5,1775.0,,2012 US Open R64,27.3,2040.0,
Andy Murray,32,35.6,1854.1,,1721.8,1803.9,1694.9,,1787.9,1829.0,1774.5,,2017 Doha SF,29.6,2347.2,
Lorenzo Musetti,33,20.8,1852.7,,1709.4,1864.8,1310.1,,1781.0,1858.7,1581.4,,2022 Paris R16,20.6,1925.5,1623.2
Brandon Nakashima,34,21.4,1851.5,,1739.5,1559.3,1665.9,,1795.5,1705.4,1758.7,,2021 NextGen Finals RR,20.2,1897.7,
Botic Van De Zandschulp,35,27.2,1842.0,,1724.6,1731.1,1584.3,,1783.3,1786.6,1713.2,,2022 Tel Aviv R32,26.9,1929.1,1654.4
Mikael Ymer,36,24.3,1833.9,,1768.1,1531.6,1467.1,,1801.0,1682.8,1650.5,,2019 Stockholm R32,21.0,1875.5,1762.0
Reilly Opelka,37,24.9,1831.6,,1808.1,1679.1,1374.8,,1819.8,1755.3,1603.2,,2022 Houston F,24.5,1936.5,
Miomir Kecmanovic,38,23.4,1831.4,,1734.4,1726.1,1517.4,,1782.9,1778.7,1674.4,,2022 Munich QF,22.6,1895.3,1663.2
Ben Shelton,39,20.2,1826.0,,1737.0,-,-,,1781.5,1523.0,1613.0,,2023 Australian Open R16,20.2,1844.2,1743.2
Jenson Brooksby,40,22.2,1824.0,,1777.0,1607.8,1542.5,,1800.5,1715.9,1683.3,,2022 Miami R32,21.3,1995.8,1770.3
Diego Schwartzman,41,30.4,1816.6,,1690.2,1848.6,1461.5,,1753.4,1832.6,1639.0,,2020 Paris R16,28.2,1973.2,
